Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
GasA,Gd,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,120,144,0,0,0,0,,,,0,5,2006,WD,Normal,169000
GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,2,445,TA,TA,Y,0,80,0,0,184,0,,,,0,12,2006,WD,Abnorml,190000
GasW,TA,N,SBrkr,1022,0,0,1022,1,0,1,0,2,1,TA,4,Maj2,0,,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,30,226,0,0,0,,,,0,6,2009,WD,Normal,85000
GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,,,,0,7,2008,WD,Normal,325000
GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1970.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD,Normal,106000
GasA,Ex,Y,SBrkr,770,812,0,1582,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2,520,TA,TA,Y,0,45,0,0,0,0,,,,0,9,2008,WD,Normal,185900
GasA,Fa,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,0,0,0,0,,,,0,6,2006,WD,Normal,190000
GasA,Ex,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,,,,0,7,2007,WD,Normal,215000
GasA,Fa,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,,,,,0,0,,,N,0,0,0,0,0,0,,,Othr,3500,7,2010,WD,Normal,55000
GasA,TA,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,,GdPrv,,0,5,2008,WD,Normal,174900
GasA,Gd,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,0,0,163,0,,GdPrv,,0,5,2008,WD,Normal,177000
GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD,Normal,244000
GasA,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971.0,RFn,2,495,TA,TA,Y,0,66,0,0,0,0,,GdWo,,0,6,2006,WD,Normal,190000
GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,144900
GasA,Ex,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,711,TA,TA,Y,517,76,0,0,0,0,,,,0,7,2009,WD,Normal,402000
GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,Normal,89500
GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1971.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,155000
GasA,Ex,Y,SBrkr,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2,550,TA,TA,Y,192,38,0,0,0,0,,,,0,12,2009,WD,Normal,254000
GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,COD,Abnorml,85400
GasA,Ex,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,,,,0,5,2010,WD,Normal,333168
GasA,TA,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,,,,0,12,2006,WD,Normal,207500
GasA,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,,,,0,2,2007,New,Partial,194201
GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,,,Othr,0,9,2009,WD,Normal,133000
GasA,TA,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,1988.0,Unf,2,521,TA,TA,Y,0,228,0,0,192,0,,,,0,9,2007,WD,Normal,211000
GasA,Ex,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,,,,0,6,2007,WD,Normal,255000
GasA,TA,N,FuseF,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1938.0,Unf,1,200,TA,Fa,Y,0,0,96,0,0,0,,,,0,6,2010,WD,Normal,58500
GasA,Gd,Y,SBrkr,672,546,0,1218,0,1,1,1,3,1,TA,7,Typ,0,,Detchd,1972.0,Unf,1,264,TA,TA,Y,0,28,0,0,0,0,,,,0,5,2006,WD,Normal,118000
GasA,Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,,,,,0,0,,,Y,88,0,0,0,0,0,,,,0,6,2008,WD,Normal,81000
GasA,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Unf,2,402,TA,TA,Y,0,125,0,0,0,0,,,,0,5,2006,WD,Normal,164000
GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,3,880,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,284000
GasA,Fa,Y,SBrkr,1423,748,384,2555,0,0,2,0,3,1,TA,11,Min1,1,Gd,Detchd,1993.0,Fin,2,672,TA,TA,Y,431,0,0,0,0,0,,,,0,9,2008,WD,Normal,191000
GasA,Gd,Y,SBrkr,912,0,0,912,1,1,1,0,3,1,Gd,5,Typ,0,,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,0,,GdPrv,,0,5,2008,WD,Normal,142000
GasA,Ex,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,0,0,234,0,0,0,,,,0,8,2006,WD,Normal,178000
Wall,TA,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,,Detchd,1945.0,Unf,1,240,TA,TA,N,92,0,185,0,0,0,,,,0,4,2009,WD,Normal,98000
GasA,Ex,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1956.0,Fin,1,308,TA,TA,Y,0,0,80,0,160,0,,,,0,5,2010,WD,Normal,129000
GasA,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,,,,0,7,2008,WD,Normal,271000
GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,,,,0,7,2006,WD,Abnorml,258000
GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,2,430,TA,TA,Y,143,20,0,0,0,0,,,,0,5,2009,WD,Normal,192500
GasA,Ex,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,,,,0,4,2007,New,Partial,208900
GasA,Ex,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1997.0,RFn,2,576,TA,TA,Y,0,10,0,0,198,0,,,,0,6,2007,WD,Normal,239000
GasA,Ex,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,1984.0,RFn,2,440,TA,TA,Y,108,45,0,0,0,0,,,Shed,400,5,2006,WD,Normal,202500
GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,,,,0,7,2009,New,Partial,485000
GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD,Normal,80000
GasA,Gd,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2,525,TA,TA,Y,0,28,0,0,0,0,,,,0,5,2006,WD,Normal,145000
GasA,Ex,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,,,,0,12,2007,WD,Normal,340000
GasA,Ex,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Y,184,154,0,0,0,0,,,,0,6,2007,WD,Normal,354000
GasA,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,,Attchd,1961.0,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,,,Shed,400,5,2007,WD,Normal,129000
GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Y,670,0,0,0,0,0,,,Shed,700,8,2008,WD,Normal,228950
GasA,TA,Y,SBrkr,1116,0,0,1116,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1962.0,Unf,2,440,TA,TA,Y,0,0,0,0,385,0,,,,0,2,2010,WD,Normal,160000
GasA,Ex,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,2004.0,Fin,3,888,TA,TA,Y,168,0,0,0,0,0,,,,0,7,2007,WD,Normal,305900
GasA,TA,Y,FuseA,1048,510,0,1558,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1962.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,140000
GasA,Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,TA,TA,Y,0,85,184,0,0,0,,,,0,7,2010,WD,Normal,142000
GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,2000.0,Unf,2,576,TA,TA,Y,168,0,0,0,0,0,,GdPrv,,0,11,2009,WD,Normal,152000
GasA,Ex,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2,582,TA,TA,Y,0,0,170,0,0,0,,,,0,4,2010,WD,Normal,213500
GasA,Fa,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,0,224,0,,,,0,11,2009,WD,Normal,177500
GasA,Ex,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3,1166,TA,TA,Y,0,60,0,0,0,0,,,,0,7,2009,New,Partial,501837
GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,Fin,2,660,TA,TA,Y,160,24,0,0,0,0,,,,0,1,2006,WD,Normal,260000
GasA,Ex,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,,,,0,6,2006,New,Partial,232600
GasA,Gd,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,TA,8,Typ,0,,Attchd,2006.0,RFn,2,429,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,New,Partial,172785
GasA,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,,,Shed,1400,11,2008,WD,Normal,163000
GasA,Ex,Y,SBrkr,976,732,0,1708,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD,Normal,130000
GasA,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932.0,Unf,2,440,TA,TA,Y,0,74,0,0,0,0,,,,0,12,2007,WD,Normal,315000
GasA,Ex,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,,Detchd,1930.0,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,143000
GasA,TA,Y,SBrkr,1268,0,0,1268,0,0,1,1,3,1,Gd,5,Typ,0,,Detchd,1978.0,Unf,1,252,TA,TA,Y,173,0,0,0,0,0,,,,0,10,2009,WD,Normal,143500
GasA,TA,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,,,,0,4,2010,WD,Normal,260000
GasA,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,2,650,TA,TA,Y,208,114,0,0,0,0,,,,0,7,2009,New,Partial,224500
GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,124900
GasA,TA,Y,SBrkr,1232,0,0,1232,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1984.0,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,162500
GasA,Ex,Y,SBrkr,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,1998.0,RFn,2,546,TA,TA,Y,198,36,0,0,0,0,,,,0,3,2009,WD,Normal,197900
GasA,Ex,Y,SBrkr,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916.0,Unf,1,225,TA,TA,Y,0,0,330,0,0,0,,,,0,7,2006,ConLw,Normal,144000
GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,480,TA,TA,Y,0,120,0,0,0,0,,,,0,12,2008,New,Partial,182000
GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,,MnPrv,,0,8,2007,WD,Normal,164000
GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,128500
GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1,240,TA,TA,Y,0,0,32,0,0,0,,MnPrv,,0,8,2006,WD,Normal,133000
GasW,TA,N,SBrkr,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,288,0,0,0,0,,,,0,5,2006,WD,Normal,129000
GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,,,,0,10,2007,WD,Normal,202500
GasA,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,,,,0,7,2007,WD,Normal,219500
GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1969.0,Unf,2,460,TA,TA,Y,180,0,0,0,80,0,,,,0,7,2008,WD,Normal,151000
GasA,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1958.0,Unf,1,288,TA,TA,Y,0,0,0,0,130,0,,,,0,6,2008,WD,Normal,136000
GasA,TA,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,0,,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,6,2006,WD,Family,118000
GasA,TA,Y,SBrkr,851,651,0,1502,0,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1,270,TA,TA,P,0,0,112,0,0,0,,MnPrv,,0,2,2008,WD,Normal,149000
GasA,Gd,Y,SBrkr,747,0,0,747,0,0,1,0,1,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2,528,TA,TA,Y,0,0,32,0,0,0,,,,0,6,2006,WD,Normal,79900
GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,,,,0,4,2010,WD,Normal,127000
GasA,TA,Y,FuseA,779,0,156,935,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1988.0,Unf,1,308,TA,TA,P,0,0,0,0,0,0,,,Shed,600,8,2008,WD,Normal,79500
GasA,Ex,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3,898,TA,TA,Y,210,150,0,0,0,0,,,,0,12,2009,New,Partial,244600
Grav,Fa,N,FuseF,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,,,,,0,0,,,N,0,8,128,0,0,0,,,,0,4,2008,WD,Normal,79000
GasA,Ex,Y,SBrkr,1504,0,0,1504,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2,478,TA,TA,Y,115,66,0,0,0,0,,,,0,6,2009,WD,Normal,203000
GasA,TA,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,,MnPrv,,0,11,2006,WD,Normal,137000
GasA,Gd,N,FuseA,889,551,0,1440,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1940.0,Unf,1,352,Fa,TA,Y,0,0,77,0,0,0,,,,0,4,2006,WD,Normal,79000
GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,3,660,TA,TA,Y,143,20,0,0,0,0,,,,0,6,2009,WD,Normal,174000
GasA,Ex,Y,SBrkr,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,1983.0,Fin,2,612,Gd,TA,Y,349,40,0,0,0,0,,,,0,9,2009,WD,Normal,316600
GasA,Ex,Y,FuseA,691,0,0,691,0,0,1,0,2,1,Ex,4,Typ,0,,Detchd,1920.0,Unf,1,216,Fa,TA,N,0,20,94,0,0,0,,,,0,1,2007,WD,Abnorml,86000
GasA,Gd,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,701,TA,TA,Y,84,70,0,0,0,0,,,,0,6,2009,WD,Normal,271900
GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,,,,0,5,2009,WD,Normal,223500
GasA,Ex,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,2004.0,Unf,2,484,TA,TA,Y,139,98,0,0,0,0,,,,0,4,2008,WD,Normal,210000
GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,,,,0,5,2009,WD,Normal,140000
GasA,Ex,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2,471,TA,TA,Y,192,25,0,0,0,0,,,,0,6,2009,WD,Normal,220000
GasA,Ex,Y,SBrkr,920,941,0,1861,1,0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,91,0,0,0,0,,,,0,6,2006,WD,Normal,200000
GasA,Gd,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1980.0,RFn,2,720,TA,TA,Y,194,0,0,0,0,0,,,,0,7,2007,WD,Normal,129000
GasA,Ex,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,862,TA,TA,Y,125,185,0,0,0,0,,,,0,3,2009,WD,Normal,280000
GasA,Ex,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,,,,0,6,2009,WD,Normal,350000
GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,,Detchd,1936.0,Unf,1,240,Fa,TA,Y,200,114,0,0,0,0,,,,0,4,2006,WD,Normal,115000
GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,,,,0,6,2010,WD,Normal,538000
GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,171,159,0,0,0,0,,,,0,9,2008,WD,Normal,230000
GasA,Ex,Y,SBrkr,1108,989,0,2097,1,0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2,583,TA,TA,Y,253,170,0,0,0,0,,,,0,6,2006,WD,Normal,274300
GasA,TA,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960.0,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,11,2009,WD,Normal,115000
GasA,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,373,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2007,WD,Normal,168000
GasA,Gd,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1996.0,Unf,1,299,TA,TA,Y,0,64,0,0,0,0,,,,0,4,2007,WD,Normal,126000
GasW,TA,N,SBrkr,1664,862,0,2526,0,0,2,0,5,1,Gd,10,Typ,1,Gd,Detchd,1916.0,Unf,1,216,TA,TA,Y,88,15,0,0,0,0,,GdWo,,0,8,2007,CWD,Family,136000
GasA,Ex,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Ex,3,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,8,2006,WD,Abnorml,92000
GasA,Ex,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1,300,TA,TA,Y,0,36,0,0,0,0,,GdPrv,,0,8,2009,WD,Family,158500
GasA,Gd,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1,296,TA,TA,Y,64,110,0,0,0,0,,,,0,12,2008,WD,Normal,165000
GasA,Ex,Y,SBrkr,1266,0,0,1266,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2,388,TA,TA,Y,100,16,0,0,0,0,,,,0,3,2008,WD,Normal,159895
GasA,Gd,Y,SBrkr,1048,0,0,1048,0,0,1,0,3,1,TA,7,Min1,0,,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,27,0,0,0,0,,,,0,7,2008,WD,Normal,98300
GasA,Gd,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,2,566,TA,TA,Y,436,21,0,0,0,0,,,Shed,500,4,2006,WD,Normal,170000
GasA,Fa,N,FuseF,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,,Detchd,1940.0,Unf,1,240,TA,TA,P,0,0,0,0,0,0,,,,0,4,2007,WD,AdjLand,126000
GasA,Gd,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1053,TA,TA,Y,192,51,0,0,0,0,,,,0,8,2006,New,Partial,266000
GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1965.0,Unf,1,384,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2008,WD,Normal,129500
GasA,Ex,Y,SBrkr,1646,0,0,1646,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,800,TA,TA,Y,192,44,0,0,0,0,,,,0,4,2008,New,Partial,293077
GasA,Ex,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,673,TA,TA,Y,216,56,0,0,0,0,,,,0,5,2008,WD,Normal,207500
GasA,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,RFn,2,515,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,156000
GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,,,,0,6,2008,ConLD,Normal,144500
